"qa-api-testrun-policy","03/25/2022 at 03:45:27 (GMT-0700)"
"peoplereign.io","5205 Prospect Dr. 135-381",,"San Jose","California","United States of America","95129"
"Prem Kasha","peper6pk","Manager"
SUMMARY
Policy Title,Policy Locking,Policy Modified,Policy Last Evaluated,Asset Groups,IPs,Asset Tags,Host Instance,PC Agent IPs,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions
"CIS Benchmark for Red Hat Enterprise Linux 7, v3.1.1 [Automated and Manual, Level 1 and Level 2] v.4.0","Locked - CIS Certified Policy","03/18/2022 at 10:05:03 (GMT-0700)","03/25/2022 at 03:25:03 (GMT-0700)",,"N/A",,"10.10.50.6 (os)","No","Red Hat Enterprise Linux 7.x","458","1","458","378 (82.53%)","80 (17.47%)","0","0","0"
HOST STATISTICS
IP Address,Tracking Method,DNS Name,Netbios Name,Operating System,Last Scan Date,Percentage,Qualys Host ID,Host ID
"10.10.50.6","AGENT","audit-test.home.private","'-","Red Hat Enterprise Linux Server 7.9","03/25/2022 at 01:09:43 (GMT-0700)","82.53% (378 of 458)","726bdae6-9d4e-481d-bc57-5fffd87b0157","1393891"
ASSET TAGS
"10.10.50.6","Cloud Agent","Corp"
RESULTS
Host IP,DNS Hostname,NetBIOS Hostname,Tracking Method,Operating System,NETWORK,Last Scan Date,Evaluation Date,Control ID,Technology,Control,Criticality Label,Criticality Value,Rationale,Status,Remediation,Deprecated,Evidence,Exception Assignee,Exception Status,Exception End Date,Exception Creator,Exception Created Date,Exception Modifier,Exception Modified Date,Exception Comments History,Qualys Host ID
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","3181","Red Hat Enterprise Linux 7.x","Current list of members defined within the '/etc/group' file","CRITICAL","4","This control provides a membership listing for all entities within '/etc/group.'  By implementing this control and periodically comparing the output to a pre-approved list of accounts as determined by the system owner provides assurance that the processes in place supporting logical security administration are effective.  The results of such a review can be used as evidentiary support for audit purposes.","Passed",,"0","The following List String value(s) <B>X</B> indicate the current <B>list of accounts</B> defined within the <B>/etc/group</B> file by <B>groupname:groupidnumber:groupmember(s)</B>.

======Expected Value(s)======

Setting not found
------------ OR ------------
File not found
------------ OR ------------
does not contain regular expression list
^shadow:\d*:((?!no member).)*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
abrt:173:no member
adm:4:azureuser
audio:63:no member
azureuser:1000:no member
bin:1:no member
cagent:1002:no member
cdrom:11:no member
cgred:994:no member
chrony:995:no member
daemon:2:no member
dbus:81:no member
dialout:18:no member
disk:6:no member
docker:989:no member
floppy:19:no member
ftp:50:no member
games:20:no member
input:999:no member
kmem:9:no member
libstoragemgmt:997:no member
lock:54:no member
lp:7:no member
mail:12:no member
man:15:no member
mem:8:no member
mfe:1001:no member
nagios:987:no member
nobody:99:no member
ntp:38:no member
nxautomation:990:no member
omi:992:no member
omiusers:993:nxautomation
omsagent:991:nxautomation
ossec:988:ossec
polkitd:998:no member
postgres:26:no member
root:0:no member
rpc:32:no member
slocate:21:no member
sshd:74:no member
ssh_keys:996:no member
stapdev:158:no member
stapsys:157:no member
stapusr:156:no member
sys:3:no member
systemd-journal:190:azureuser
systemd-network:192:no member
tape:33:no member
tcpdump:72:no member
tty:5:no member
users:100:no member
utempter:35:no member
utmp:22:no member
video:39:no member
wheel:10:no member",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","2543","Red Hat Enterprise Linux 7.x","Current list of 'Accounts having duplicate usernames'","CRITICAL","4","The username or user account is an authentication mechanism that provides users access to Information Technology systems.  System and network administrators utilize usernames to grant access  permissions and provide a mechanism to monitor and audit system user events.  In order to ensure user access is appropriate and auditable, unique usernames should be utilized as appropriate to the needs  of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>user accounts having duplicate usernames</b> on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","2544","Red Hat Enterprise Linux 7.x","Current list of 'Accounts having duplicate Group Names'","CRITICAL","4","In the Unix/Linux environment, the Group ID (GID) provides a mechanism to organize and manage system resource permissions.  The Group ID uses an integer value to represent each specific group.  Users are granted group membership when the associated GID integer value is added to the user's /etc/passwd file.  As the GID name represents a group that provides specific access and permissions to system  resources, the use of duplicate Group names should be avoided as appropriate to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current <b>duplicate group names</b> within the <b>/etc/group</b> file on the host.

======Expected Value(s)======

No groups found
------------ OR ------------
File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
No groups found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","2541","Red Hat Enterprise Linux 7.x","Current list of 'User accounts having duplicate UID's'","CRITICAL","4","On Unix/Linux type systems, the User Identifier (UID) is an unsigned integer value the kernel employs to identify users.  The value that makes up the UID references users found in the /etc/passwd file.  There are some rules that apply such as the 'superuser' account should have UID zero (0) or the 'nobody' account being set to the largest value available.  UID's ranging from 1 to 100 are, typically, reserved for system use (it is recommended that the UID's from 1 to 1,000 be reserved for use by the system on some platforms).  This control can be implemented to periodically obtain a list of user accounts having duplicate UID's to ensure host security has not been compromised.  Depending on how the host is managed, multiple user accounts having UID=0 may indicate an intruder has granted themselves root level access to the system.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current <b>user accounts having duplicate UID's</b> on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","2542","Red Hat Enterprise Linux 7.x","Status of the current list of 'Groups having duplicate GID's'","CRITICAL","4","In the Unix/Linux environment, the Group ID (GID) provides a mechanism to organize and manage system resource permissions.  The Group ID uses an integer value to represent each specific group.  Users are granted group membership when the associated GID integer value is added to the user's /etc/group file.  As the GID value represents a group that provides specific access and permissions to system resources, the use of duplicate Group ID's should be avoided as appropriate to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current <b>duplicate GIDs</b> within the <b>/etc/group</b> file on the host.

======Expected Value(s)======

No groups found
------------ OR ------------
File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
No groups found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","6056","Red Hat Enterprise Linux 7.x","Status of any 'double-colon (::)' entries within the 'root user's $PATH' variable","CRITICAL","4","A double-colon (::) is sometimes interpreted as the 'current directory' for some shells on Unix and Unix-like operating systems.  This has the same security issue as having a dot (.) in the root user's $PATH.  Presence of a double-colon or dot in the $PATH variable for the 'root' user can cause a binary in the current directory to be preferentially executed over other, originally desired, system binaries of the same name, so adding the double-colon (::) to the root $PATH can cause execution of malicious code as the root user.  For example, if the administrator were to log in as 'root' and switch to a directory that had a file called 'cd' within in and that file contained the text 'rm -rf ' this command would act in place of the original system 'cd' command and wipe out the contents to the target directory.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>$PATH</b> setting for the <b>root user account</b> having a <b>double-colon or empty directory</b> defined within it on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","6057","Red Hat Enterprise Linux 7.x","Status of a 'trailing colon' in the 'root user's $PATH' variable","CRITICAL","4","A trailing-colon is sometimes interpreted as the 'current directory' for some shells on Unix and Unix-like operating systems.  This has the same security issue as having a dot (.) in the root user's $PATH.  Presence of a trailing-colon (Path ends with colon), double-colon (::) or dot (:.) in the $PATH variable for the 'root' user can cause a binary in the current directory to be preferentially executed over other, originally desired, system binaries of the same name and can cause execution of malicious code as the root user.  For example, if the administrator were to log in as 'root' and switch to a directory that had a file called 'cd' within in and that file contained the text 'rm -rf ' this command would act in place of the original system 'cd' command and wipe out the contents to the target directory.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>root</b> account <b>$PATH</b> setting having a <b>trailing colon</b> value defined on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","6058","Red Hat Enterprise Linux 7.x","Status of any 'dot (. or :. or .: )' entries within the 'root user's $PATH' variable","CRITICAL","4","A single dot ('.') represents 'current directory' on Unix and Unix-like operating systems. Presence of a dot in the $PATH variable for the 'root' user will cause a binary in the current directory to be preferentially executed over other, originally desired, system binaries of the same name, so adding the ':.' (colon + dot) to the root $PATH can cause execution of malicious code as the root user.  For example, if the administrator were to log in as 'root' and switch to a directory that had a file called 'cd' within in and that file contained the text 'rm -rf ' this command would act in place of the original system 'cd' command and wipe out the contents to the target directory.","Passed",,"0","The following List String value(s) <b>X</b> indicate the status of the <b>current working directory (.)</b> defined within the <b>root user account $PATH</b> variable on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","6059","Red Hat Enterprise Linux 7.x","Status of any 'directories with group write permissions' set within the 'root user's $PATH' variable","CRITICAL","4","The presence of directories that are group or world writable within the $PATH variable for the 'root' user can cause a binary in the current directory to be preferentially executed over other, originally desired, system binaries of the same name.  Adding them to the 'root' user account $PATH variable can cause execution of malicious code as the root user.  For example, if the administrator were to log in as 'root' and switch to a directory that had a file called 'cd' within in and that file contained the text 'rm -rf ' this command would act in place of the original system 'cd' command and wipe out the contents to the target directory.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>directories having 'group' write permissions set</b> identified within the <b>root user accounts '$PATH'</b> variable on the host. NOTE: The following list of directories requires review and approval and if any unauthorized directories are found, they should be immediately documented, removed, and reported.

======Expected Value(s)======

No directory found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
No directory found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","6060","Red Hat Enterprise Linux 7.x","Status of any 'directories with 'other' write permissions' set within the 'root user's $PATH' variable","CRITICAL","4","The presence of directories that are 'group' or 'other' writable within the $PATH variable for the 'root' user can cause a binary in the current directory to be preferentially executed over other, originally desired, system binaries of the same name.  Adding them to the 'root' user account $PATH variable can cause execution of malicious code as the root user.  For example, if the administrator were to log in as 'root' and switch to a directory that had a file called 'cd' within in and that file contained the text 'rm -rf ' this command would act in place of the original system 'cd' command and wipe out the contents to the target directory.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>directories having 'other' write permissions set</b> identified within the <b>root user accounts '$PATH'</b> variable on the host. NOTE: The following list requires review and approval and if any unauthorized directories are found; they should be immediately documented, removed, and reported.

======Expected Value(s)======

No directory found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
No directory found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","6316","Red Hat Enterprise Linux 7.x","Status of a 'leading colon (^:)' in the 'root user's $PATH' variable","CRITICAL","4","A leading-colon (^:) is sometimes interpreted as the 'current directory' for some shells on Unix and Unix-like operating systems.  This has the same security issue as having a dot (.) in the root user's $PATH.  Presence of a leading-colon (^:), double-colon (::) or dot (:.) in the $PATH variable for the 'root' user can cause a binary in the current directory to be preferentially executed over other, originally desired, system binaries of the same name and can cause execution of malicious code as the root user.  For example, if the administrator were to log in as 'root' and switch to a directory that had a file called 'cd' within in and that file contained the text 'rm -rf ' this command would act in place of the original system 'cd' command and wipe out the contents to the target directory.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of a <b>leading colon (^:)</b> identified within the <b>root user accounts $PATH</b> variable on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","7417","Red Hat Enterprise Linux 7.x","Current list of user accounts with 'existing home directories' defined in /etc/passwd and not present on the host (non-system accounts)","CRITICAL","4","Some home directories can be defined in '/etc/passwd' file, but not exist on the file system.  Such exceptions leave users without write privileges and local environment variables settings.  This check verifies both home directories exist on the file system and in the /etc/password file.  This check should be run periodically according to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the <b>non-system user accounts</b> that do not have their <b>home directories</b> created on the host. ** Note: All exceptions (user accounts without home directories) listed should be reviewed and approved by the organization.

======Expected Value(s)======

Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","10823","Red Hat Enterprise Linux 7.x","Status of the home directory ownership and permissions for the system accounts defined within the /etc/passwd file","CRITICAL","4","The home directories assigned to the system accounts serves as a repository to store files, directories, programs and profiles that are specific to each system account.  The system accounts are used by the operating system and by services that run in the background.  As unrestricted ownership/permissions could allow unauthorized access to files and directories containing sensitive and restricted information, which could lead to privilege escalation exploits.  Ownership and permissions for the home directories should be restricted as appropriate to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the status of the <b>system accounts</b>, and the <b>ownership and permissions</b> for the <b>home directories</b>.  The result includes only those system accounts that are active and can login to the system. <br/><br/> ** Note: Each line in the result consists of the UID, account name, account status, login shell followed by user/group ownership and permissions set for the home directory.

======Expected Value(s)======

Setting not found
------------ OR ------------
matches regular expression list
.*:.*:[-r][-w][-x][-r][-w][-x][-r][-w][-x][.+]*:.*

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found

======Extended Evidence======:
Row 1:UID,Name,Password Status,Shell,Home Directory Permissions
Row 2:0,root,LK,/bin/bash,root:root:r-xr-x---.:/root
Row 3:5,sync,LK,/bin/sync,root:root:r-xr-xr-x.:/sbin
Row 4:6,shutdown,LK,/sbin/shutdown,root:root:r-xr-xr-x.:/sbin
Row 5:7,halt,LK,/sbin/halt,root:root:r-xr-xr-x.:/sbin
Row 6:26,postgres,LK,/bin/bash,postgres:postgres:rwx------.:/var/lib/pgsql",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","10824","Red Hat Enterprise Linux 7.x","Status of the home directory ownership and permissions for the user accounts (non-system users) defined within the /etc/passwd file","CRITICAL","4","A home directory or the login directory is a directory assigned to each user account that serves as the repository to store personal files, directories, programs and the user profiles to set local environment variables.  Since each user is accountable for the files stored in their home directory, the respective user must be the owner of the directory and the permissions should be set accordingly.  As unrestricted ownership/permissions could allow unauthorized access to files and directories containing sensitive and restricted information, which could lead to privilege escalation exploits.  Ownership and permissions for the home directories should be restricted as appropriate to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the status of the <b>user accounts</b>, and the <b>ownership and permissions</b> for the <b>home directories</b>.  The result includes only those users that are active and can login to the system. <br/><br/> ** Note: Each line in the result consists of the UID, account name, account status, login shell followed by user/group ownership and permissions set for the home directory.

======Expected Value(s)======

Setting not found
------------ OR ------------
matches regular expression list
.*:.*:[-r][-w][-x][-r][-w][-x][-r][-w][-x][.+]*:.*

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found

======Extended Evidence======:
Row 1:UID,Name,Password Status,Shell,Home Directory Permissions
Row 2:1000,azureuser,LK,/bin/bash,azureuser:azureuser:rwx------.:/home/azureuser",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","3936","Red Hat Enterprise Linux 7.x","Status of the users' group-writable and world-writable dot-files (.) i.e., hidden files","CRITICAL","4","User screen environment/shell configuration files, also known as 'dot-files' ( . ), will be created from the basic shell configuration files listed in '/etc/skel.'  This is where a user's system prompt settings, session initialization, and other customizations will be kept, created every time a new user's home directory is set up.  'Write' privileges for the 'dotfile' should be restricted, to prevent malicious users from modifying another users' computing environment, data, and/or system privileges.  NOTE:  The output of this check will be evaluated against the 'dotfiles' in user home directories having 'group' and/or 'other' write permissions set.  A single dot ('.') represents 'current directory' on Unix and Unix-like operating systems and should never be set as the first directory in a users' base path.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current list of users with <b>world-writable dot '.' files</b> within their home directories on the host.  NOTE: The output of this check should be reviewed and approved against the 'dotfiles' in user home directories having 'group' and/or 'other' write permissions settings.

======Expected Value(s)======

File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
File not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","8771","Red Hat Enterprise Linux 7.x","Status of the current '.forward' files on the host","CRITICAL","4","Within the sendmail.cf file is the 'ForwardPath' parameter that defines alternative locations/names related to the user's .forward file.  Run this check periodically to ensure that email is routed according to organizational requirements and not to unknown, and potentially malicious, users and/or locations.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current <b>.forward</b> files on the host.

======Expected Value(s)======

File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
File not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","1203","Red Hat Enterprise Linux 7.x","Current list of '.netrc files in user home directories' on the host","SERIOUS","3","The '.netrc' file on a Unix host has generally been used to store 'connection' information, to allow an automatic login by the local host to an application on a remote host; this information includes the target hostname/ip address plus the userid/password combination for each remote connection.  As none of this information is encrypted, disclosure of the file contents would allow a malicious user access to all remote systems listed in the file, as well as having with the identical access rights.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current list of <b>.netrc</b> files on the host.

======Expected Value(s)======

File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
File not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","8071","Red Hat Enterprise Linux 7.x","Status of the presence of 'User .rhosts' files on the host","CRITICAL","4","The user '.rhosts' file(s) contain sensitive host information and are insecure.  As there are several known .rhosts exploits, the '.rhosts' file(s) should be removed from the host, according to the CIS Benchmark.","Passed",,"0","The following List String value(s) <b>X</b> indicate the presence of <b>User .rhosts</b> files on the host. NOTE: Any users having .rhosts files should be reviewed and approved, according to the CIS Benchmark.

======Expected Value(s)======

File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
File not found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","9705","Red Hat Enterprise Linux 7.x","Status of the cramfs Filesystems (modprobe)","MEDIUM","2","The cramfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems. A cramfs image can be used without having to first decompress the image. Disable mount utility for unneeded filesystem types reduces the local attack surface of the server. If this filesystem type is not needed, disable it.","Passed",,"0","The List string value of <b>X</b> indicates the status of the <b>file systems</b> using <b>modeprobe</b> utility  to check if the file system is mountable on the host.

======Expected Value(s)======
contains regular expression list
(?=^\s*cramfs\s*:).*:\s*install\s+/bin/true

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
cramfs : install /bin/true 
freevxfs : install /bin/true 
hfs : install /bin/true 
hfsplus : install /bin/true 
jffs2 : install /bin/true 
squashfs : install /bin/true 
udf : insmod /lib/modules/3.10.0-1160.59.1.el7.x86_64/kernel/lib/crc-itu-t.ko.xz :install /bin/true 
vfat : Setting Not Found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","9712","Red Hat Enterprise Linux 7.x","Status of the cramfs Filesystems (lsmod)","MEDIUM","2","The cramfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems. A cramfs image can be used without having to first decompress the image. Disable mount utility for unneeded filesystem types reduces the local attack surface of the server. If this filesystem type is not needed, disable it.","Passed",,"0","The List string value of <b>X</b> indicates the status of the <b>file systems</b> using <b>lsmod</b> utility to check if the file system is mountable on the host.

======Expected Value(s)======
contains regular expression list
cramfs\s*:\s*Mount\s+Not\s+Found

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
cramfs : Mount Not Found
freevxfs : Mount Not Found
hfs : Mount Not Found
hfsplus : Mount Not Found
jffs2 : Mount Not Found
squashfs : Mount Not Found
udf : Mount Not Found
vfat : vfat                   17461  1",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","9710","Red Hat Enterprise Linux 7.x","Status of the squashfs Filesystems (modprobe)","MEDIUM","2","The squashfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems (similar to cramfs). A squashfs image can be used without having to first decompress the image. Disabling mount utility for unnecessary filesystem types reduces the local attack surface of the server. This should be configured according to the needs of the business.","Passed",,"0","The List string value of <b>X</b> indicates the status of the <b>file systems</b> using <b>modeprobe</b> utility  to check if the file system is mountable on the host.

======Expected Value(s)======
contains regular expression list
(?=^\s*squashfs\s*:).*:\s*install\s+/bin/true

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
cramfs : install /bin/true 
freevxfs : install /bin/true 
hfs : install /bin/true 
hfsplus : install /bin/true 
jffs2 : install /bin/true 
squashfs : install /bin/true 
udf : insmod /lib/modules/3.10.0-1160.59.1.el7.x86_64/kernel/lib/crc-itu-t.ko.xz :install /bin/true 
vfat : Setting Not Found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","9717","Red Hat Enterprise Linux 7.x","Status of the squashfs Filesystems (lsmod)","MEDIUM","2","The squashfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems (similar to cramfs). A squashfs image can be used without having to first decompress the image. Disabling mount utility for unnecessary filesystem types reduces the local attack surface of the server. This should be configured according to the needs of the business.","Passed",,"0","The List string value of <b>X</b> indicates the status of the <b>file systems</b> using <b>lsmod</b> utility to check if the file system is mountable on the host.

======Expected Value(s)======
contains regular expression list
(?=^\s*squashfs\s*:).*:\s*Mount\s+Not\s+Found

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
cramfs : Mount Not Found
freevxfs : Mount Not Found
hfs : Mount Not Found
hfsplus : Mount Not Found
jffs2 : Mount Not Found
squashfs : Mount Not Found
udf : Mount Not Found
vfat : vfat                   17461  1",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
